@relation _Users_Siddhartha_Documents_Academics_5thSem_CS626_Project_nlpProject_LyricsSentiAnalysis_NoStemmingLyricsCorpus

@attribute text string
@attribute @@class@@ {Angry,Happy,Romantic,Sad}

@data
'stockholm syndrome\n\n\n\ni won not stand in your way\n\nlet your hatred grow\n\nand she will scream\n\nand she will shout\n\nand she will pray\n\nand she had a name\n\nyeah she had a name\n\n\n\nand i won not hold you back\n\nlet your anger rise\n\nand we will fly\n\nand we will fall\n\nand we will burn\n\nno one will recall\n\nno one will recall\n\n\n\nthis is the last time i will abandon you\n\nand this is the last time i will forget you\n\ni wish i could\n\n\n\nlook to the stars\n\nlet hope grow in your eyes\n\nand we will love\n\nand we will hate\n\nand we will die\n\nall to no avail\n\nall to no avail\n\n\n\nthis is the last time i will abandon you\n\nand this is the last time i will forget you\n\ni wish i could\n\n\n\nthis is the last time i will abandon you\n\nand this is the last time i will forget you\n\ni wish i could\n\ni wish i could',Angry
'the way i am\n\n\n\nwhatever\n\ndre just let it run\n\naiyyo turn the beat up a little bit\n\naiyyo this song is for anyone fuck it\n\njust shut up and listen aiyyo\n\n\n\ni sit back with this pack of zig zags and this bag\n\nof this weed it gives me the shit needed to be\n\nthe most meanest mc on this  on this earth\n\nand since birth i have been cursed with this curse to just curse\n\nand just blurt this berserk and bizarre shit that works\n\nand it sells and it helps in itself to relieve\n\nall this tension dispensing these sentences\n\ngetting this stress that been eating me recently off of this chest\n\nand i rest again peacefully peacefully\n\nbut at least have the decency in you\n\nto leave me alone when you freaks see me out\n\nin the streets when i am eating or feeding my daughter\n\ndo not come and speak to me speak to me\n\ni don not know you and no\n\ni don not owe you a motherfucking thing\n\ni am not mr nsync i am not what your friends think\n\ni am not mr friendly i can be a prick\n\nif you tick me my tank is on empty is on empty\n\nno patience is in me and if you offend me\n\ni am lifting you 10 feet lifting you 10 feet in the air\n\ni don not care who was there and who saw me destroy you\n\ngo call you a lawyer file you a lawsuit\n\ni will smile in the courtroom and buy you a wardrobe\n\ni am tired of all you of all you\n\ni don not mean to be mean but that all i can be is just me\n\n\n\nand i am whatever you say i am\n\nif i wasnt then why would i say i am\n\nin the paper the news everyday i am\n\nradio won not even play my jam\n\ncause i am whatever you say i am\n\nif i wasnt then why would i say i am\n\nin the paper the news everyday i am\n\ni don not know it is just the way i am\n\n\n\nsometimes i just feel like my father\n\ni hate to be bothered\n\nwith all of this nonsense it is constant\n\nand oh it is his lyrical content \n\n the song guilty conscience has gotten such rotten responses\n\nand all of this controversy circles me\n\nand it seems like the media immediately\n\npoints a finger at me finger at me\n\nso i point one back at em but not the index or pinkie\n\nor the ring or the thumb it is the one you put up\n\nwhen you don not give a fuck when you won not just put up\n\nwith the bullshit they pull cause they full of shit too\n\nwhen a dude getting bullied and shoots up his school\n\nand they blame it on marilyn on marilyn and the heroin\n\nwhere were the parents at and look where it is at\n\nmiddle america now it is a tragedy\n\nnow it is so sad to see an upper class city\n\nhaving this happening this happening\n\nthen attack eminem cause i rap this way rap this way\n\nbut i am glad cause they feed me the fuel that i need for the fire\n\nto burn and it is burning and i have returned\n\n\n\nand i am whatever you say i am\n\nif i wasnt then why would i say i am\n\nin the paper the news everyday i am\n\nradio won not even play my jam\n\ncause i am whatever you say i am\n\nif i wasnt then why would i say i am\n\nin the paper the news everyday i am\n\ni don not know it is just the way i am\n\n\n\ni am so sick and tired of being admired\n\nthat i wish that i would just die or get fired\n\nand dropped from my label let stop with the fables\n\ni am not gonna be able to top on my name is \n\nand pigeonholed into some poppy sensation\n\nthat got me rotation at rocknroll stations\n\nand i just do not got the patience got the patience\n\nto deal with these cocky caucasians who think\n\ni am some wigger who just tries to be black cause i talk\n\nwith an accent and grab on my balls so they always keep asking\n\nthe same fucking questions fucking questions\n\nwhat school did i go to what hood i grew up in\n\nthe why the who what when the where and the how\n\ntil i am grabbing my hair and i am tearing it out\n\ncause they driving me crazy driving me crazy i can not take it\n\ni am racing i am pacing i stand and i sit\n\nand i am thankful for every fan that i get\n\nbut i can not take a shit in the bathroom\n\nwithout someone standing by it\n\nno i won not sign your autograph\n\nyou can call me an asshole i am glad\n\n\n\ncause i am whatever you say i am\n\nif i wasnt then why would i say i am\n\nin the paper the news everyday i am\n\nradio won not even play my jam\n\ncause i am whatever you say i am\n\nif i wasnt then why would i say i am\n\nin the paper the news everyday i am\n\ni don not know it is just the way i am',Angry
'the catalyst\n\n\n\ngod bless us everyone\n\nwe are a broken people living under loaded gun\n\nand it can not be outfought\n\nit can not be outdone\n\nit can not be outmatched\n\nit can not be outrun\n\nno\n\n\n\nand when i close my eyes tonight\n\nto symphonies of blinding light\n\n\n\ngod bless us everyone\n\nwe are a broken people living under loaded gun\n\noh\n\n\n\nlike memories in cold decay\n\ntransmissions echoing away\n\nfar from the world of you and i\n\nwhere oceans bleed into the sky\n\n\n\ngod save us everyone\n\nwill we burn inside the fires of a thousand suns\n\nfor the sins of our hands\n\nthe sins of our tongues\n\nthe sins of our fathers\n\nthe sins of our young\n\nno\n\n\n\nand when i close my eyes tonight\n\nto symphonies of blinding light\n\n\n\ngod save us everyone\n\nwill we burn inside the fires of a thousand suns\n\n\n\nooh\n\n\n\nlike memories in cold decay\n\ntransmissions echoing away\n\nfar from the world of you and i\n\nwhere oceans bleed into the sky\n\n\n\noh\n\nlike memories in cold decay\n\ntransmissions echoing away\n\nfar from the world of you and i\n\nwhere oceans bleed into the sky\n\n\n\nlift me up\n\nlet me go\n\n\n\ngod bless us everyone\n\nwe are a broken people living under loaded gun\n\nand it can not be outfought\n\nit can not be outdone\n\nit can not be outmatched\n\nit can not be outrun\n\nno\n\n\n\ngod bless us everyone\n\nwe are a broken people living under loaded gun\n\nand it can not be outfought\n\nit can not be outdone\n\nit can not be outmatched\n\nit can not be outrun',Angry
'undead\n\n\n\nundead undead\n\nundead undead\n\nundead undead\n\nundead undead\n\nundead\n\n\n\nyou better get up out the way\n\ntomorrow we will rise so let fight today\n\nyou know i don not give a fuck what you think or say\n\ncause we will rock this whole place anyway\n\n\n\nundead\n\nyou better get up out the way\n\ntomorrow we will rise so let fight today\n\nyou know i don not give a fuck what you think or say\n\ncause we will rock this whole place anyway\n\n\n\njohnny 3 tears]\n\nlook up see that motherfuckin writin on the wall\n\nwhen you see j3t thirty deep he is down to brawl\n\nfuck all haters i see cause i hate that you breathe\n\ni see you duck you little punk you little fucking disease\n\n\n\ni got hu tattooed on the front of my arms\n\nboulevard brass knuckles in the back of the car\n\ncause we drunk drive cadillacs we never go far\n\nbut when you see us motherfuckers better know who we are\n\n\n\ni got one thing to say to punk asses who hate\n\nmotherfuckers don not know what\n\nyou better watch what you say\n\nfrom these industry fucks\n\nto these faggot ass punks\n\nyou don not know what it takes\n\nto get this motherfuckin drunk\n\n\n\ni am already loud maybe it is a little too late\n\njohnny taking heads off of all faggots who hate\n\ncause i am a god motherfucker there a price to pay\n\nyeah i am a god motherfucker and it is judgment day\n\n\n\nundead\n\n\n\nyou better get up out the way\n\ntomorrow we will rise so let fight today\n\nyou know i don not give a fuck what you think or say\n\ncause we will rock this whole place anyway\n\nundead\n\n\n\nyou better get up out the way\n\ntomorrow we will rise so let fight today\n\nyou know i don not give a fuck what you think or say\n\ncause we will rock this whole place anyway\n\n\n\ni am getting used to this nuisance of fags who bad mouth this music\n\nhow fuckin stupid and foolish of you to think you can do this\n\nyou cowards cant you never will don not even try to pursue it\n\ni took the chance i payed the bill i nearly died for this music\n\n\n\nyou make me wanna run around pulling my guns out and shit\n\nyour tempting me to run my mouth and call you out on this bitch\n\nhow ignorant you gotta be to believe any of this\n\nyou need to slit your wrist get pissed and go jump off a bridge\n\n\n\nwhat you can not see the sarcasm in the verses i spit\n\nwhat you think i just got lucky and didn not work for this shit\n\nbitch i have been working at this ever since i was a kid\n\ni played a million empty shows to only family and friends\n\n\n\nwhat kind of person would dis a band that deserves to get big\n\ni would hate to be that person when my verse comes out their kid lips\n\nthat shits as worse as it gets\n\nthis verse is over i quit\n\nsigned charlie scene on your girlfriend tits\n\n\n\nundead\n\n\n\nyou better get up out the way\n\ntomorrow we will rise so let fight today\n\nyou know i don not give a fuck what you think or say\n\ncause we will rock this whole place anyway\n\nundead\n\n\n\nyou better get up out the way\n\ntomorrow we will rise so let fight today\n\nyou know i don not give a fuck what you think or say\n\ncause we will rock this whole place anyway\n\n\n\nwhite boys with tattoos\n\npopointing right at you\n\nwe are breaking everything rrowdy like a classroom\n\npack of wolves\n\ncause we don not follow the rules\n\nand when you are running your mouth\n\nour razor blades come out\n\n\n\nwhy you always pressing\n\nyou know i am never stressing\n\nwith fucking dms\n\njjohnny to my left\n\ngot phantom and the rest\n\nwho are down to rep the west\n\ni grew up on by drive by and la gang signs\n\n\n\nso what the fuck you know about being a gangsta\n\nwhat the fuck you know about being in danger\n\nyou is not doing this so you know you are just talking shit\n\nmad at all of us cause every song is a fuckin hit\n\n\n\nundead\n\n\n\nyou better get up out the way\n\ntomorrow we will rise so let fight today\n\nyou know i don not give a fuck what you think or say\n\ncause we will rock this whole place anyway\n\n\n\nundead\n\nyou better get up out the way\n\ntomorrow rise so let fight today\n\nyou know i don not give a fuck what you think or say\n\ncause we will rock this whole place anyway\n\n\n\nundead\n\njohnny 3 tears]\n\nmotherfucking time to ride ride undead\n\nsee you duck when we drive by undead\n\nmotherfucking time to ride ride undead\n\nwon not you punks just die die undead',Angry
'use your fist and not your mouth\n\n\n\ncome on come on \n\ncome on come on \n\n\n\ni am overground outselling it\n\nsince god thinks i don not exist \n\nthe beatings happen per minute\n\nthis is not blue collar white corrective politics \n\ni am on an hate american style kick \n\n\n\nthis is the black collar song \n\nput it in your middle finger and sing along \n\nuse your fist and not your mouth \n\ncome on come on come on come on \n\nthis is the black collar song \n\nput it in your middle finger and sing along \n\nuse your fist and not your mouth \n\ncome on come on come on come on \n\n\n\ni am on a campaign for pain \n\nand when i get elected \n\ni will wipe the white off your house \n\nthe smile off your face \n\n\n\nthis is the black collar song \n\nput it in your middle finger and sing along \n\nuse your fist and not your mouth \n\ncome on come on come on come on \n\nthis is the black collar song \n\nput it in your middle finger and sing along \n\nuse your fist and not your mouth \n\ncome on come on come on come on \n\n\n\ni woke up today and wished for tomorrow \n\ni don not want to be like anyone else \n\ni woke up today and wished for tomorrow \n\ni don not want even be myself \n\n\n\ni said no this isn not your song \n\nwe can not all get along \n\nit too hard to hold hands when your hands are fists \n\nmy hate pop won not ever stop \n\ni am fucking glad we are different \n\nthis is my hate american style \n\nhit\n\n\n\ndon not bring \n\ndon not sing it \n\nuse your fist and not your mouth \n\n\n\nthis is the black collar song \n\nput it in your middle finger and sing along \n\nuse your fist and not your mouth \n\ncome on come on come on come on \n\nthis is the black collar song \n\nput it in your middle finger and sing along \n\nuse your fist and not your mouth \n\ncome on come on come on come on \n\n\n\nthis is the black collar song \n\nput it in your middle finger and sing along \n\nuse your fist and not your mouth \n\ncome on come on come on come on \n\nthis is the black collar song \n\nput it in your middle finger and sing along \n\nuse your fist and not your mouth \n\ncome on come on come on come on \n\n\n\ni woke up today and wished for tomorrow \n\ni don not want to be like anyone else \n\ni woke up today and wished for tomorrow \n\ni don not want even be myself',Angry
'what i have done\n\n\n\nin this farewell\n\nthere’s no blood\n\nthere’s no alibi\n\n‘cause i’ve drawn regret\n\nfrom the truth\n\nof a thousand lies\n\n\n\nso let mercy come\n\nand wash away\n\nwhat i’ve done\n\n\n\ni will face myself\n\nto cross out what i’ve become\n\nerase myself\n\nand let go of what i’ve done\n\n\n\nput to rest\n\nwhat you thought of me\n\nwhile i clean this slate\n\nwith the hands of uncertainty\n\n\n\nfor what i’ve done\n\ni start again\n\nand whatever pain may come\n\ntoday this ends\n\ni’m forgiving what i’ve done\n\n\n\nwhat i’ve done\n\nforgiving what i’ve done',Angry
'chim chiminey chim chiminey\nchim chim cheree\na sweep is as lucky as lucky can be\nchim chiminey chim chiminey\nchim chim cheroo\ngood luck will rub off when i shakes ands with you\n\nor blow me a kiss and that lucky too\n\nnow as the ladder of life as been strung\nyou might think a sweep on the bottommost rung\nthough i spends me time in the ashes and smoke\nin this ole wide world there no appier bloke\n\nchim chiminey chim chiminey\nchim chim cheree\na sweep is as lucky as lucky can be\nchim chiminey chim chiminey\nchim chim cheroo\ngood luck will rub off when i shakes ands with you\n\nall\nchim chiminey chim chiminey\nchim chim cheree\na sweep is as lucky as lucky can be\nchim chiminey chim chiminey\nchim chim cheroo\ngood luck will rub off when i shakes ands with you\n\nbert\ni choose me bristles with pride yes i do\na broom for the shaft and a brush for the flue\nup where the smoke is all billered and curled\ntween pavement and stars is the chimney sweep world\nwhen there ardly no day nor ardly no night\nthere things alf in shadow and alfway in light\non the rooftops of london coo what a sight\n\nchim chiminey chim chiminey\nchim chim cheree\nwhen you are with a sweep you are in glad company\nnowhere is there a more appier crew\nthan them wot sings chim chim cheree chim cheroo\non the\nchim chiminey chim chim cheree chim cheroo',Happy
'here a little song i wrote\nyou might want to sing it note for note\ndon not worry be happy\nin every life we have some trouble\nwhen you worry you make it double\ndon not worry be happy\n\nooh ooh ooh ooh ooooh ooh ooooh ooh ooh ooooh\ndon not worry\n    ooh ooooh ooh ooh ooooh\nbe happy\n    ooh ooooh ooooh\n    ooh ooh ooh ooh ooooh ooh ooooh ooh ooh ooooh\n    don not worry\n    ooh ooooh ooh ooh ooooh\nbe happy\n    ooh ooooh ooooh\n    don not worry be happy\n\n    is not got no place to lay your head\n    somebody came and took your bed\n    don not worry be happy\n    the land lord say your rent is late\n    he may have to litigate\n    don not worry be happy\nlook at me i am happy\n\n    ooh ooh ooh ooh ooooh ooh ooooh ooh ooh ooooh\n    don not worry\n    ooh ooooh ooh ooh ooooh\nbe happy\n    ooh ooooh ooooh\n    here i give you my phone number\n    when you worry call me i make you happy\n    ooh ooh ooh ooh ooooh ooh ooooh ooh ooh ooooh\n    don not worry\n    ooh ooooh ooh ooh ooooh\nbe happy\n    ooh ooooh ooooh\n\n    is not got no cash is not got no style\n    is not got no girl to make you smile\n    but don not worry be happy\n    cause when you worry\n    your face will frown\n    and that will bring everybody down\n    so don not worry be happy\n    don not worry be happy now\n\n    ooh ooh ooh ooh ooooh ooh ooooh ooh ooh ooooh\n    don not worry\n    ooh ooooh ooh ooh ooooh\nbe happy\n    ooh ooooh ooooh\n    don not worry be happy\n    ooh ooh ooh ooh ooooh ooh ooooh ooh ooh ooooh\n    don not worry\n    ooh ooooh ooh ooh ooooh\nbe happy\n    ooh ooooh ooooh\n    don not worry be happy\n    ooh ooh ooh ooh ooooh ooh ooooh ooh ooh ooooh\n    don not worry\n    ooh ooooh ooh ooh ooooh\n    don not worry sweetie be happy\n    ooh ooooh ooooh\n    put a smile on your face don not bring everybody down\n    ooh ooh ooh ooh ooooh ooh ooooh ooh ooh ooooh\n    don not worry\n    ooh ooooh ooh ooh ooooh\nit will soon pass celebrate it\n    ooh ooooh ooooh\n    don not worry be happy\n    i am not worried i am happy',Happy
'everybody wants to be a cat\n          because a cat the only cat\n          who knows where it is at\n          everybody pickin up on that feline beat\n          cause everything else is obsolete\n          now a square with a horn\n          can make you wish you weren not born\n          evertime he plays\nand with a square in the act\n    he can set music back\n    to the caveman days\n    i have heard some corny birds who tried to sing\n    but a cat the only cat\n    who knows how to swing\n    who wants to dig\n    a longhaired gig\n    or stuff like that\n    when everybody wants to be a cat\n    a square with that horn\n    makes you wish you weren not born\n    evertime he plays\nand with a square in the act\n    he is gonna set this music back\n    to the stone age days\n    everybody wants to be a cat\n    because a cat the only cat\n    who knows where it is at\n    while playin jazz you always has a welcome mat\n    cause everybody digs a swingin cat\n    everybody digs a swingin cat',Happy
'birds flying high\nyou know how i feel\nsun in the sky\nyou know how i feel\nreeds driftin on by\nyou know how i feel\n\nit a new dawn\nit a new day\nit a new life\nfor me\nand i am feeling good\n\nfish in the sea\nyou know how i feel\nriver running free\nyou know how i feel\nblossom in the trees\nyou know how i feel\n\nit a new dawn\nit a new day\nit a new life\nfor me\nand i am feeling good\n\ndragonfly out in the sun\nyou know what i mean don not you know\nbutterflies all out havin fun\nyou know what i mean\nsleep in peace when day is done\nand this old world is a new world\nand a bold world\nfor me\n\nstars when you shine\nyou know how i feel\nscent of the pine\nyou know how i feel\nyeah freedom is mine\nand you know how i feel\n\nit a new dawn\nit a new day\nit a new life\nfor me\nand i am feeling good',Happy
'it might seem crazy what i am about to say\nsunshine she is here you can take a break\ni am a hot air balloon that could go to space\nwith the air like i don not care baby by the way\n\nbecause i am happy\nclap along if you feel like a room without a roof\nbecause i am happy\nclap along if you feel like happiness is the truth\nbecause i am happy\nclap along if you know what happiness is to you\nbecause i am happy\nclap along if you feel like that what you wanna do\n\nhere come bad news talking this and that yeah\n     well give me all you got and don not hold it back yeah\n     well i should probably warn you i will be just fine yeah\n     no offense to you don not waste your time\n     here why\n\nhappy\n    bring me down\n    can not nothing\n    bring me down\n    my level too high\n    bring me down\n    can not nothing\n    bring me down\ni said let me tell you now\n    bring me down\n    can not nothing\n    bring me down\n    my level too high\n    bring me down\n    can not nothing\n    bring me down\n    i said\n\n\n\nhappy\n    bring me down can not nothing\n    bring me down my level too high\n    bring me down can not nothing\nbring me down i said let me tell you now',Happy
'woo ha ha right back at ya\nit the world most talented record label\nmurder inc\nand that angelic voice you hear in the backround\n    oh that our new princess of hip hop in r&b yo\n    miss ashanti\n\n    boy you fill me with so much joy\n    you give whatever it is i need\n    my love here to stay won not ever leave\n    so glad that you fell in love with me\n\n    my love is so good that i wouldn not be without you\n    babe\n    couldn not see me without you babe\n    my love is so good that i wouldn not be without you\n    babe couldn not see me without you baby\n\n    all my life i have been searching for you\n    everyday so glad that i found you boy\n    all my life i have been feeling for you everyday\n    i am so happy baby\n\n    boy you got me feeling so good\n    you take all my pain away from me\n    without you around i couldn not be\n    and i\n    know you fell in love with me\n\n    i am so happy that i fell in love\n    i thank god he sent you from up above\n    i am so happy that i found someone\n    and i thank god he sent you from above\n\n    hmmm that i wouldn not be without you babe\n    couldn not see me without you babe and i wouldn not be\n    without you babe couldn not see me without you baby',Happy
'tra lalalala lalalala\nhappy birthday sweet sixteen\ntra lalalala lalalala\nhappy birthday sweet sixteen\ntonight the night i have waited for\nbecause you are not a baby anymore\nyou have turned into the prettiest girl i have ever seen\nhappy birthday sweet sixteen\nwhat happened to that funny face\nmy little tomboy now wears satin and lace\ni can not believe my eyes you are just a teenage dream\nhappy birthday sweet sixteen\nwhen you were only six\ni was your big brother\nthen when you were ten\nwe didn not like each other\nwhen you were thirteen\nyou were my funny valentine\nbut since you have grown up\nyour future is sewn up\nfrom now on you are gonna be mine so\n\nif i should smile with sweet surprise\nit just that you have grown up before my very eyes\nyou have turned into the prettiest girl i have ever seen\nhappy birthday sweet sixteen\n\nif i should smile with sweet surprise\nit just that you have grown up before my very eyes\nyou have turned into the prettiest girl i have ever seen\nhappy birthday sweet sixteen\n\ntra lalalala lalalala happy birthday sweet sixteen\ntra lalalala lalalala happy birthday sweet sixteen\ntra lalalala lalalala happy birthday sweet sixteen',Happy
'sunday monday happy days tuesday wednesday happy days\nthursday friday happy days the weekend comes my cycle hums ready to race to you\n\n    these days are ours happy and free oh happy days\nthese days are ours share them with me oh baby\n\n    goodbye gray skies hello blue cause nothing can hold me when i hold you\n    feels so right it can not be wrong rockin and rollin all week long\n\n    sunday monday happy days tuesday wednesday happy days\n    thursday friday happy days saturday what a day groovin all week with you\n\n    these days are ours share them with me oh happy days\nthese days are ours happy and free oh happy days\n\n    these happy days are yours and mine\n    these happy days are yours and mine\n\n    sunday monday happy days tuesday wednesday happy days\n    thursday friday happy days saturday what a day rockin all week with you\n\n    these days are ours won not you be mine oh happy days\n    this day is ours oh happy days oh please be mine\n\n    hello sunshine goodbye rain she is wearing my high school ring on her chain\n    she is my steady i am her man i am gonna love her all i can\n\n    gonna cruise her round the town show everybody what i have found\n    rocknroll with all my friends hopin the music never ends\n\n    these happy days are yours and mine oh happy days\nthese happy days are yours and mine oh happy days\n    these happy days are yours and mine happy days',Happy
'i can laugh\nwhen things aint funny\na haha happy go lucky me\n\nyer i can smile\nwhen i aint got no money\na haha happy go lucky me\n\nit may sound silly but\nmmm i don not care\ni got the moonlight\ni got the sun\ni have got the stars above\n\nme and my filly well we both share\nthis slappy go happy happy go lucky looovve\n\nwell life is sweet whooa sweet as honey\na haha happy go lucky me\n\nit may sound silly but\nmmm i don not care\ni got the moonlight\ni got the sun\ni have got the stars above\n\nme and my filly well we both share\nthis slappy go happy happy go lucky looovve\n\nwell life is sweet whooa yea sweet as honey\na haha happy go lucky me\na haha happy go lucky me',Happy
'i am checking out\nof hotel loneliness\nall my lonely days\nthey are all through\ni am checking into\nhotel happiness\nbecause darling\ni found you\ni left my teardrops\nin that old lonely room\nleft my broken heart\nback there too\ni won not be needing them\nin hotel happiness\ncause darling i found you\ni woke up dreaming of\nyour crazy kisses\ni woke up telling mr misery\nhere your key cause\ni am checking out\nof hotel loneliness\nno i won not be back\nyes it is true\ngonna make my new address\nat hotel happiness\nyou know why darling\nso glad i found you\nno more make my new\naddress at hotel happiness\ncause darling i found you',Happy
'come in\nwell well well look who here\ni haven not seen you in many a year\n\nif i knew you were comin i would have baked a cake\nbaked a cake baked a cake\nif i knew you were comin i would have baked a cake\nhowdya do howdya do howdya do\nhad you dropped me a letter i would ahired a band\ngrandest band in the land\nhad you dropped me a letter i would ahired a band\nand spread the welcome mat for you\n\noh i don not know where you came from\ncause i don not know where you have been\nbut it really doesn not matter\ngrab a chair and fill your platter\nand dig dig dig right in\n\nif i knew you were comin i would have baked a cake\nhired a band goodness sake\nif i knew you were comin i would have baked a cake\nhowdya do howdya do howdya do\n\n\nif i knew you were comin i would have baked a cake\nbaked a cake baked a cake\nif i knew you were comin i would have baked a cake\nhowdya do howdya do howdya do\n\nhad you dropped me a letter\ni would ahired a band\ngrandest band in the land\nhad you dropped me a letter\ni would ahired a band\nspread the welcome mat for you\n\noh i don not know where you came from\ncause i don not know where you have been\nbut it really doesn not matter\ngrab a chair and fill your platter\nand dig dig dig right in\n\nif i knew you were comin i would have baked a cake\nhired a band goodness sake\nif i knew you were comin i would have baked a cake\nhowdya do howdya do howdya do\n\nhowdya do howdya do howdya do\nhowdya dooohoohoohoohooh',Happy
'i have been long a long way from here\nput on a poncho played for mosquitos\n    and drank til i was thirsty again\n    we went searching through thrift store jungles\n    found geronimo rifle marilyn shampoo\n    and benny goodman corset and pen\n\n    well ok i made this up\n    i promised you i would never give up\n\n    if it makes you happy\n    it can not be that bad\n    if it makes you happy\n    then why the hell are you so sad\n\n    you get down real low down\n    you listen to coltrane derail your own train\n    well who hasn not been there before\n    i come round around the hard way\n    bring you comics in bed scrape the mold off the bread\n    and serve you french toast again\n\n    well ok i still get stoned\n    i am not the kind of girl you would take home\n\n\n    we have been far far away from here\n    put on a poncho played for mosquitos\n    and everywhere in between\n    well ok we get along\n    so what if right now everything wrong',Happy
'if you want to be happy for the rest of your life\nnever make a pretty woman your wife\nso for my personal point of view\nget an ugly girl to marry you\n\nif you want to be happy for the rest of your life\nnever make a pretty woman your wife\nso for my personal point of view\nget an ugly girl to marry you\n\na pretty woman makes her husband look small\nand very often causes his downfall\nas soon as he married her and then she starts\nto do the things that will break his heart\n\nbut if you make an ugly woman your wife\nayou will be happy for the rest of your life\nan ugaly woman cooks meals on time\nand she will always give you peace of mind\n\nif you want to be happy for the rest of your life\nnever make a pretty woman your wife\nso for my personal point of view\nget an ugly girl to marry you\n\ndon not let your friends say you have no taste\ngo ahead and marry anyway\nthough her face is ugly her eyes don not match\ntake it from me she is a better catch\n\nif you want to be happy for the rest of your life\nnever make a pretty woman your wife\nso for my personal point of view\nget an ugly girl to marry you\n\nsay man\nhey baby\ni saw your wife the other day\nyeah\nyeah an she is ugly\nyeah she is ugly but she sure can cook baby\nyeah alright\n\nif you want to be happy for the rest of your life\nnever make a pretty woman your wife\nso for my personal point of view\nget an ugly girl to marry you\n\nif you want to be happy for the rest of your life\nnever make a pretty woman your wife\nso for my personal point of view\nget an ugly girl to marry you\n\nif you want to be happy for the rest of your life\nnever make a pretty woman your wife\nso for my personal point of view\nget an ugly girl to marry you\n\nif you want to be happy for the rest of your life\nnever make a pretty woman your wife\nso for my personal point of view\nget an ugly girl to marry you',Happy
'if you wanna be happy\n\nif you wanna be happy \nfor the rest of your life\nnever make a pretty woman your wife\nso from my personal point of view \nget an ugly girl to marry you\n\na pretty woman makes her husband look small\nand very often causes his downfall\nas soon as he marries her \nthen she starts to do\nthe things that will break his heart\nbut if you make an ugly woman your wife\nyou will be happy for the rest of your life\nan ugly woman cooks her meals on time\nshe will always give you peace of mind\n\ndon not let your friends say \nyou have no taste\ngo ahead and marry anyway\nthough her face is ugly \nher eyes don not match\ntake it from me she is a better catch\n\nsay man \nhey baby \nsaw your wife the other day \nyeah\nyeah she is ugly \nyeah she is ugly but she sure can cook \nyeah okay',Happy
'i love to laugh\nloud and long and clear\ni love to laugh\nit getting worse every year\nthe more i laugh\nthe more i fill with glee\nand the more the glee\nthe more i am a merrier me\nit embarrassing\nthe more i am a merrier me\n\nmary poppins\nsome people laugh through their noses\n    sounding something like this\nmmmdreadful\n    some people laugh through their teeth goodness sake\n    hissing and fizzing like snakes\nnot at all attractive to my way of thinking\n\n    bert\n    some laugh too fast\n    some only blast\n    others they twitter like birds\n    then there the kind what can not make up their mind\n\n    uncle albert\n    when things strike me as funny\n    i can not hide it inside and squeak\n    as the squeakelers do\n    i have got to let go with a hohohoho\n    and a hahaha too\n\n    albert and bert\n    we love to laugh\n    loud and long and clear\n    we love to laugh\n    so everybody can hear\n    the more you laugh\n    the more you fill with glee\n    and the more the glee\n    the more we are a merrier we',Happy
'woke up this morning feelin fine\nthere something special on my mind\nlast night i met a new girl in the neighborhood whoa yeah\nsomething tells me i am into something good\nsomething tells me i am into something\n\nshe the kind of girl who not too shy\nand i can tell i am her kind of guy\nshe danced close to me like i hoped she would\nshe danced with me like i hoped she would\n    something tells me i am into something good\n    something tells me i am into something\n\n    we only danced for a minute or two\n    but then she stuck close to me the whole night through\n    can i be fallin in love\n    she everything i have been dreamin of\n    she is everything i have been dreamin of\n\n    i walked her home and she held my hand\n    i knew it couldn not be just a onenight stand\n    so i asked to see her next week and she told me i could\n    i asked to see her and she told me i could\n    something tells me i am into something good\n    something tells me i am into something\n    something tells me i am into something ahhh\n\n    i walked her home and she held my hand\n    i knew it couldn not be just a onenight stand\n    so i asked to see her next week and she told me i could\n    i asked to see her and she told me i could\n    something tells me i am into something good\n    something tells me i am into something\n    something tells me i am into something good\n    something tells me i am into something\n    to something good oh yeah something good\n    something tells me i am into something\n    to something good something good something good',Happy
'joy to the world the lord is come\nlet earth receive her king\nlet every heart prepare his room\nand heaven and nature sing\nand heaven and nature sing\nand heaven and heaven and nature sing\n\njoy to the world the savior reigns\nlet men their songs employ\nwhile fields and floods\nrocks hills and plains\nrepeat the sounding joy\nrepeat the sounding joy\nrepeat repeat the sound joy\n\nno more let sin and sorrow grow\nnor thorns infest the ground\nhe comes to make\nhis blessings flow\nfar as the curse is found\nfar as the curse is found\nfar as far as the curse is found\n\nhe rules the world with truth and grace\nand makes the nations prove\nthe glories of his righteousness\nand wonders of his love\nand wonders of is love\nand wonders and wonders of his love',Happy
'wake up in the morning with the sunshine in your eyes\nand the smell of flowers blooming fills the air\nyour mind is filled with the thoughts of a certain someone  that you\nlove\nyour life is filled with joy when she is there\n\nlove can make you happy if you fine someone who cares\nto give a life time to you and who has a love to share\n\nif you think you have found someone you will love forevermore\n   then it is worth the price you will have to pay pay\n   to have to hold important when forever is the phrase\n   that means the love you have found is going to stay\n\n   love can make you happy if you find someone who cares\n   to give a life time to you and who has a love to share\n\n   lalove lalove\n\n   love can make you happy\n   love can make you happy\n   love can make you happy\n   love',Happy
